spellID	key	status	enUS	zhCN	srcType	avail	path	price	notes	nSources	factions	classes	itemIDs	clientSourceType	clientSourceText	clientFaction	inInventory
39800	provisional-39800	candidate	Mount 39800	红色骑乘虚空鳐	reputation_vendor	obtainable	沙塔尔天空卫队（崇拜） > 泰罗卡森林 > 斯克提斯 > 格蕾拉	200金币		1			32317	0			True
39801	provisional-39801	candidate	Mount 39801	紫色骑乘虚空鳐	reputation_vendor	obtainable	沙塔尔天空卫队（崇拜） > 泰罗卡森林 > 斯克提斯 > 格蕾拉	200金币		1			32316	0			True
39802	provisional-39802	candidate	Mount 39802	银色骑乘虚空鳐	reputation_vendor	obtainable	沙塔尔天空卫队（崇拜） > 泰罗卡森林 > 斯克提斯 > 格蕾拉	200金币		1			32318	0			True
39803	provisional-39803	candidate	Mount 39803	蓝色骑乘虚空鳐	reputation_vendor	obtainable	沙塔尔天空卫队（崇拜） > 泰罗卡森林 > 斯克提斯 > 格蕾拉	200金币		1			32319	0			True
40192	ashes-of-alar	candidate	Ashes of Al'ar	奥的灰烬	boss_drop	obtainable	虚空风暴 > 风暴要塞 > 凯尔萨斯·逐日者			1			32458	0			True
41252	raven-lord	candidate	Raven Lord	乌鸦之神	boss_drop	obtainable	泰罗卡森林 > 塞泰克大厅H > 安苏			1			32768	0			True
41513	provisional-41513	candidate	Mount 41513	黑色灵翼幼龙	reputation_vendor	obtainable	灵翼之龙（崇拜） > 影月谷 > 灵翼浮岛 > 霍尔伦克	200金币		1			32857	0			True
41514	provisional-41514	candidate	Mount 41514	青色灵翼幼龙	reputation_vendor	obtainable	灵翼之龙（崇拜） > 影月谷 > 灵翼浮岛 > 霍尔伦克	200金币		1			32858	0			True
41515	provisional-41515	candidate	Mount 41515	蓝色灵翼幼龙	reputation_vendor	obtainable	灵翼之龙（崇拜） > 影月谷 > 灵翼浮岛 > 霍尔伦克	200金币		1			32859	0			True
41516	provisional-41516	candidate	Mount 41516	紫色灵翼幼龙	reputation_vendor	obtainable	灵翼之龙（崇拜） > 影月谷 > 灵翼浮岛 > 霍尔伦克	200金币		1			32860	0			True
41517	provisional-41517	candidate	Mount 41517	绿色灵翼幼龙	reputation_vendor	obtainable	灵翼之龙（崇拜） > 影月谷 > 灵翼浮岛 > 霍尔伦克	200金币		1			32861	0			True
41518	provisional-41518	candidate	Mount 41518	红色灵翼幼龙	quest	unknown	沃兰纳库，红色灵翼幼龙			1			32862	0			True
42776	fact-42776	verified	Mount 42776	幽灵虎	event	limited_time	国服怀旧服限时活动 > 2026 兰德鲁金色礼盒		2026 兰德鲁金色礼盒可投递至熊猫人之谜怀旧服；限时活动，当前是否开放以国服公告为准。	1				0			True
42777	fact-42777	verified	Mount 42777	迅捷幽灵虎	event	limited_time	国服怀旧服限时礼包 > 2022 虎年特别礼包		国服燃烧的远征怀旧服曾以虎年特别礼包投放迅捷幽灵虎；限时礼包已结束。	1				0			True
43688	fact-43688	candidate	Mount 43688	阿曼尼战熊	boss_drop	unknown	幽魂之地 > 祖阿曼10人 > 限时宝箱奖励			1				0			True
43899	fact-43899	candidate	Mount 43899	美酒节山羊	vendor	unknown	美酒节 > 美酒节营地 > 德利兹·塔波奎克	200枚美酒节奖币		1				0			True
43900	provisional-43900	candidate	Mount 43900	迅捷美酒节赛羊	rare_drop	unknown	黑石山 > 黑石深渊 > 科林·烈酒			1			33977	0			True
43927	provisional-43927	candidate	Mount 43927	塞纳里奥作战角鹰兽	reputation_vendor	obtainable	塞纳里奥远征队（崇拜） > 赞加沼泽 > 塞纳里奥庇护所 > 芬德雷·迅矛	2,000金币		1			33999	0			True
44151	provisional-44151	candidate	Mount 44151	涡轮加速飞行器	crafted	unknown	工程学			1			34061	0			True
44153	provisional-44153	candidate	Mount 44153	飞行器	crafted	unknown	工程学			1			34060	0			True
44317	excluded-44317	candidate	Mount 44317	残酷角斗士的虚空幼龙	achievement	limited_time	竞技场 3v3 > 第 2 赛季 > 角斗士赛季奖励		PVP 竞技场 第 2 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
44744	fact-44744	candidate	Mount 44744	残酷角斗士的虚空幼龙	achievement	limited_time	竞技场 3v3 > 第 2 赛季 > 角斗士赛季奖励		PVP 竞技场 第 2 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
46197	fact-46197	verified	Mount 46197	X-51虚空火箭	event	limited_time	国服怀旧服限时活动 > 2026 兰德鲁金色礼盒		2026 兰德鲁金色礼盒可投递至熊猫人之谜怀旧服；限时活动，当前是否开放以国服公告为准。	1				0			True
46199	fact-46199	verified	Mount 46199	X-51虚空火箭特别加强版	event	limited_time	国服怀旧服限时活动 > 2026 兰德鲁金色礼盒		2026 兰德鲁金色礼盒可投递至熊猫人之谜怀旧服；限时活动，当前是否开放以国服公告为准。	1				0			True
46628	swift-white-hawkstrider	candidate	Swift White Hawkstrider	迅捷白色陆行鸟	boss_drop	obtainable	奎尔丹纳斯岛 > 魔导师平台H > 凯尔萨斯·逐日者			1			35513	0			True
48025	headless-horseman-mount	candidate	Headless Horseman's Mount	无头骑士的缰绳	event	limited_time	万圣节			1			37012	0			True
48027	provisional-48027	candidate	Mount 48027	黑色作战雷象	vendor	unknown	联盟 > 暴风城 > 勇士大厅 > 卡特尔中尉	2,000荣誉点数	 PVP 荣誉点数商人坐骑。	1			35906	0		1	True
48778	fact-48778	candidate	Mount 48778	阿彻鲁斯死亡战马	class_reward	obtainable	死亡骑士 > 东瘟疫之地 > 黑锋要塞 > 初始任务：踏入暗影界		死亡骑士专属召唤法术；完成黑锋要塞初始任务获得，非背包物品。	1		DEATHKNIGHT		0			True
49193	fact-49193	candidate	Mount 49193	复仇角斗士的虚空幼龙	achievement	limited_time	竞技场 3v3 > 第 3 赛季 > 角斗士赛季奖励		PVP 竞技场 第 3 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
49378	fact-49378	candidate	Mount 49378	美酒节科多兽	rare_drop	limited_time	黑石山 > 黑石深渊 > 科林·烈酒			1				0			True
49379	provisional-49379	candidate	Mount 49379	大型美酒节科多兽	rare_drop	unknown	黑石山 > 黑石深渊 > 科林·烈酒			1			37828	0			True
51412	fact-51412	verified	Mount 51412	大战熊	event	unavailable	国服怀旧服限时活动 > 2024 国庆小程序签到		2024-10-01 至 2024-10-14，官方微信小程序累计签到 7 天领取；奖励适用于国服怀旧服，活动已结束。	1				0			True
54729	fact-54729	candidate	Mount 54729	黑锋骸骨狮鹫	reputation_vendor	obtainable	黑锋骑士团（崇拜） > 冰冠冰川 > 暗影拱顶 > 恐怖指挥官萨拉诺尔	2,000金币		1				0			True
54753	provisional-54753	candidate	Mount 54753	白色北极熊坐骑	quest	obtainable	风暴峭壁 > 布伦希尔达村 > 女人村日常任务奖励			1			43962	0			True
55164	excluded-55164	verified	Mount 55164	迅捷幽灵狮鹫	quest	unavailable	龙骨荒野 > 冬卫要塞防御者飞行任务		任务临时载具法术，不是可永久收藏的坐骑；因此不属于绝版坐骑。	1				0			True
55531	provisional-55531	candidate	Mount 55531	机械路霸	crafted	unknown	工程学			1			41508	0		0	True
58615	fact-58615	candidate	Mount 58615	野蛮角斗士的虚空幼龙	achievement	limited_time	竞技场 3v3 > 第 4 赛季 > 角斗士赛季奖励		PVP 竞技场 第 4 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
58983	provisional-58983	candidate	Mount 58983	暴雪巨熊	promotion	unknown	详细地点待核实			1			43599	0			True
59567	azure-drake	candidate	Azure Drake	碧蓝幼龙	boss_drop	obtainable	北风苔原 > 永恒之眼25人 > 玛里苟斯			1			43952	0			True
59568	blue-drake	candidate	Blue Drake	蓝色幼龙	boss_drop	obtainable	北风苔原 > 永恒之眼10人 > 玛里苟斯			1			43953	0			True
59569	bronze-drake	candidate	Bronze Drake	青铜幼龙	boss_drop	obtainable	塔纳利斯 > 净化斯坦索姆H > 永恒腐蚀者			1			43951	0			True
59570	provisional-59570	candidate	Mount 59570	红色幼龙	reputation_vendor	obtainable	龙眠联军（崇拜） > 龙骨荒野 > 龙眠神殿 > 希尔丝塔萨	2,000金币		1			43955	0			True
59571	twilight-drake	candidate	Twilight Drake	暮光幼龙	boss_drop	obtainable	龙骨荒野 > 黑曜石圣殿25人（保留3条暮光幼龙） > 萨塔里奥			1			43954	0			True
59572	fact-59572	candidate	Mount 59572	黑色北极熊	quest	obtainable	风暴峭壁 > 布伦希尔达村 > 女人村日常任务奖励			1				0			True
59650	black-drake	candidate	Black Drake	黑色幼龙	boss_drop	obtainable	龙骨荒野 > 黑曜石圣殿10人（保留3条暮光幼龙） > 萨塔里奥			1			43986	0			True
59785	provisional-59785	candidate	Mount 59785	黑色猛犸战象	vendor	unknown	联盟 > 达拉然 > 银色领地 > 骑士达米隆	2,000金币		1			43956	0		1	True
59788	provisional-59788	candidate	Mount 59788	黑色猛犸战象	vendor	unknown	部落 > 达拉然 > 夺日者圣殿 > 石头守卫穆卡尔	2,000金币		1			44077	0		0	True
59791	provisional-59791	candidate	Mount 59791	长毛猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	10,000金币		1			44230	0		1	True
59793	provisional-59793	candidate	Mount 59793	长毛猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	10,000金币		1			44231	0		0	True
59797	provisional-59797	candidate	Mount 59797	冰雪猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 李奥霍夫	10,000金币		1			44080	0		0	True
59799	provisional-59799	candidate	Mount 59799	冰雪猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 李奥霍夫	10,000金币		1			43958	0		1	True
59961	provisional-59961	candidate	Mount 59961	红色始祖幼龙	achievement	unknown	英雄的荣耀			1			44160	0			True
59976	fact-59976	candidate	Mount 59976	黑色始祖幼龙	achievement	unknown	团队的荣耀（25人）			1				0			True
59996	blue-proto-drake	candidate	Blue Proto-Drake	蓝色始祖幼龙	boss_drop	obtainable	风暴峭壁 > 乌特加德之巅H > 残忍的斯卡迪			1			44151	0			True
60002	violet-proto-drake	verified	Violet Proto-Drake	紫色始祖幼龙	achievement	obtainable	千奇百怪的漫长旅行		完成节日元成就获得；并非绝版。	1			44177	0			True
60021	fact-60021	candidate	Mount 60021	被感染的始祖幼龙	achievement	unknown	团队的荣耀（10人）			1				0			True
60024	provisional-60024	candidate	Mount 60024	紫色始祖幼龙	achievement	unknown	千奇百怪的漫长旅行			1			44177	0			True
60025	provisional-60025	candidate	Mount 60025	白色幼龙	achievement	unknown	骑兵队长			1			44178	0			True
60114	provisional-60114	candidate	Mount 60114	装甲棕熊	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	10,000金币		1			44225	0		1	True
60116	provisional-60116	candidate	Mount 60116	装甲棕熊	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	10,000金币		1			44226	0		0	True
60118	provisional-60118	candidate	Mount 60118	黑色战熊	achievement	obtainable	敌对阵营主城首领 > 为了联盟！		PVP 阵营领袖击杀成就“为了联盟！”奖励，非背包物品。	1			44223	0		1	True
60119	provisional-60119	candidate	Mount 60119	黑色战熊	achievement	obtainable	敌对阵营主城首领 > 为了部落！		PVP 阵营领袖击杀成就“为了部落！”奖励，非背包物品。	1			44224	0		0	True
60136	excluded-60136	verified	Mount 60136	召唤重型旅行猛犸象	vendor	obtainable	达拉然 > 梅·弗朗西斯	20,000金币	20,000金币；并非绝版。	1				0			True
60140	excluded-60140	verified	Mount 60140	召唤重型旅行猛犸象	vendor	obtainable	达拉然 > 梅·弗朗西斯	20,000金币	20,000金币；并非绝版。	1				0			True
60424	provisional-60424	candidate	Mount 60424	机械师的摩托车	crafted	unknown	工程学			1			44413	0		1	True
61229	provisional-61229	candidate	Mount 61229	装甲雪色狮鹫	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	10,000金币		1			44689	0		1	True
61230	provisional-61230	candidate	Mount 61230	装甲蓝色驭风者	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	10,000金币		1			44690	0		0	True
61294	provisional-61294	candidate	Mount 61294	绿色始祖幼龙	vendor	unknown	神谕者（崇敬） > 索拉查盆地 > 雨声树屋 > 吉恩	未成熟的毒囊		1			44707	0			True
61309	provisional-61309	candidate	Mount 61309	华丽的飞毯	crafted	unknown	裁缝			1			44558	0			True
61425	provisional-61425	candidate	Mount 61425	旅行者的苔原猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	20,000金币		1			44235	0		1	True
61447	provisional-61447	candidate	Mount 61447	旅行者的苔原猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 梅尔·弗兰希斯	20,000金币		1			44234	0		0	True
61451	provisional-61451	candidate	Mount 61451	飞毯	crafted	unknown	裁缝			1			44554	0			True
61465	provisional-61465	candidate	Mount 61465	重型黑色猛犸战象	boss_drop	unknown	冬拥湖 > 阿尔卡冯的宝库 > 阿尔卡冯			1			43959	0		1	True
61467	provisional-61467	candidate	Mount 61467	重型黑色猛犸战象	boss_drop	unknown	冬拥湖 > 阿尔卡冯的宝库 > 阿尔卡冯			1			44083	0		0	True
61469	provisional-61469	candidate	Mount 61469	重型冰雪猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 李奥霍夫	10,000金币		1			44086	0		0	True
61470	provisional-61470	candidate	Mount 61470	重型冰雪猛犸象	vendor	unknown	达拉然 > 坐骑商人 > 李奥霍夫	10,000金币		1			43961	0		1	True
61996	provisional-61996	candidate	Mount 61996	蓝色龙鹰	achievement	unknown	坐骑成堆			1			44843	0		1	True
61997	provisional-61997	candidate	Mount 61997	红色龙鹰	achievement	unknown	坐骑成堆			1			44842	0		0	True
62048	fact-62048	candidate	Mount 62048	黑色龙鹰坐骑	vendor	unknown	旧版本商城 > 黑色龙鹰坐骑	黑色龙鹰坐骑：已绝版		1				0			True
63232	provisional-63232	candidate	Mount 63232	暴风城战马	vendor	unknown	暴风城勇士 > 冰冠冰川 > 银色锦标赛 > 下士亚瑟·弗卢	100枚冠军的徽记		1			45125	0		1	True
63635	provisional-63635	candidate	Mount 63635	暗矛迅猛龙	vendor	unknown	暗矛巨魔勇士 > 冰冠冰川 > 银色锦标赛 > 萨玛巴	100枚冠军的徽记		1			45593	0		0	True
63636	provisional-63636	candidate	Mount 63636	铁炉堡战羊	vendor	unknown	铁炉堡勇士 > 冰冠冰川 > 银色锦标赛 > 德里克·斑须	100枚冠军的徽记		1			45586	0		1	True
63637	provisional-63637	candidate	Mount 63637	达纳苏斯夜刃豹	vendor	unknown	达纳苏斯勇士 > 冰冠冰川 > 银色锦标赛 > 鲁克·鹰爪	100枚冠军的徽记		1			45591	0		1	True
63638	provisional-63638	candidate	Mount 63638	诺莫瑞根机械陆行鸟	vendor	unknown	诺莫瑞根勇士 > 冰冠冰川 > 银色锦标赛 > 莉蕾·转轴	100枚冠军的徽记		1			45589	0		1	True
63639	provisional-63639	candidate	Mount 63639	埃索达雷象	vendor	unknown	埃索达勇士 > 冰冠冰川 > 银色锦标赛 > 艾蕾希	100枚冠军的徽记		1			45590	0		1	True
63640	provisional-63640	candidate	Mount 63640	奥格瑞玛战狼	vendor	unknown	奥格瑞玛勇士 > 冰冠冰川 > 银色锦标赛 > 弗蕾卡·血斧	100枚冠军的徽记		1			45595	0		0	True
63641	provisional-63641	candidate	Mount 63641	雷霆崖科多兽	vendor	unknown	雷霆崖勇士 > 冰冠冰川 > 银色锦标赛 > 杜尔鲁·雷角	100枚冠军的徽记		1			45592	0		0	True
63642	provisional-63642	candidate	Mount 63642	银月城陆行鸟	vendor	unknown	银月城勇士 > 冰冠冰川 > 银色锦标赛 > 特雷利斯·晨日	100枚冠军的徽记		1			45596	0		0	True
63643	provisional-63643	candidate	Mount 63643	被遗忘者战马	vendor	unknown	幽暗城勇士 > 冰冠冰川 > 银色锦标赛 > 伊莉莎·基连	100枚冠军的徽记		1			45597	0		0	True
63796	mimirons-head	candidate	Mimiron's Head	米米尔隆的头部	boss_drop	obtainable	风暴峭壁 > 奥杜尔25人（0守护者） > 尤格-萨隆			1			45693	0			True
63844	provisional-63844	candidate	Mount 63844	银色角鹰兽	reputation_vendor	obtainable	银色北伐军（崇拜） > 冰冠冰川 > 银色锦标赛 > 银色角鹰兽	150枚冠军的徽记		1			45725	0			True
63956	provisional-63956	candidate	Mount 63956	铁箍始祖幼龙	achievement	unknown	奥杜尔团队的荣耀（25人）			1			45801	0			True
63963	provisional-63963	candidate	Mount 63963	铁锈始祖幼龙	achievement	unknown	奥杜尔团队的荣耀（10人）			1			45802	0			True
64656	fact-64656	candidate	Mount 64656	蓝色骷髅战马	research	unknown	来源待补全			1				0			True
64657	provisional-64657	candidate	Mount 64657	白色科多兽	vendor	unknown	雷霆崖 > 莫高雷 > 血蹄村 > 哈布·爪蹄	10金币（声望折扣）		1			46100	0		0	True
64658	provisional-64658	candidate	Mount 64658	黑狼	vendor	unknown	奥格瑞玛 > 杜隆塔尔 > 奥格瑞玛 > 奥古纳罗	10金币（声望折扣）		1			46099	0		0	True
64659	provisional-64659	candidate	Mount 64659	毒皮暴掠龙	quest	obtainable	安戈洛环形山 > 毒皮暴掠龙任务线			1			46102	0		0	True
64731	provisional-64731	candidate	Mount 64731	海龟	crafted	unknown	钓鱼			1			46109	0			True
64927	fact-64927	candidate	Mount 64927	致命角斗士的冰霜巨龙	achievement	limited_time	竞技场 3v3 > 第 5 赛季 > 角斗士赛季奖励		PVP 竞技场 第 5 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
64977	provisional-64977	candidate	Mount 64977	黑色骷髅战马	vendor	unknown	幽暗城 > 提瑞斯法林地 > 布瑞尔 > 撒迦利亚·普斯特	10金币（声望折扣）		1			46308	0		0	True
65439	fact-65439	candidate	Mount 65439	狂怒角斗士的冰霜巨龙	achievement	limited_time	竞技场 3v3 > 第 6 赛季 > 角斗士赛季奖励		PVP 竞技场 第 6 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
65637	fact-65637	candidate	Mount 65637	重型红色雷象	vendor	unknown	埃索达勇士 > 冰冠冰川 > 银色锦标赛 > 艾蕾希	100枚冠军的徽记		1				0		1	True
65638	fact-65638	candidate	Mount 65638	迅捷月刃豹	vendor	unknown	达纳苏斯勇士 > 冰冠冰川 > 银色锦标赛 > 鲁克·鹰爪	100枚冠军的徽记		1				0		1	True
65639	fact-65639	candidate	Mount 65639	迅捷红色陆行鸟	vendor	unknown	银月城勇士 > 冰冠冰川 > 银色锦标赛 > 特雷利斯·晨日	100枚冠军的徽记		1				0		0	True
65640	fact-65640	candidate	Mount 65640	迅捷灰色战马	vendor	unknown	暴风城勇士 > 冰冠冰川 > 银色锦标赛 > 下士亚瑟·弗卢	100枚冠军的徽记		1				0		1	True
65641	fact-65641	candidate	Mount 65641	大型金色科多兽	vendor	unknown	雷霆崖勇士 > 冰冠冰川 > 银色锦标赛 > 杜尔鲁·雷角	100枚冠军的徽记		1				0		0	True
65642	fact-65642	candidate	Mount 65642	涡轮机械陆行鸟	vendor	unknown	诺莫瑞根勇士 > 冰冠冰川 > 银色锦标赛 > 莉蕾·转轴	100枚冠军的徽记		1				0		1	True
65643	fact-65643	candidate	Mount 65643	迅捷紫色战羊	vendor	unknown	铁炉堡勇士 > 冰冠冰川 > 银色锦标赛 > 德里克·斑须	100枚冠军的徽记		1				0		1	True
65644	fact-65644	candidate	Mount 65644	迅捷紫色迅猛龙	vendor	unknown	暗矛巨魔勇士 > 冰冠冰川 > 银色锦标赛 > 萨玛巴	100枚冠军的徽记		1				0		0	True
65645	fact-65645	candidate	Mount 65645	白骨战马	vendor	unknown	幽暗城勇士 > 冰冠冰川 > 银色锦标赛 > 伊莉莎·基连	100枚冠军的徽记		1				0		0	True
65646	fact-65646	candidate	Mount 65646	迅捷紫鬃战狼	vendor	unknown	奥格瑞玛勇士 > 冰冠冰川 > 银色锦标赛 > 弗蕾卡·血斧	100枚冠军的徽记		1				0		0	True
65917	fact-65917	verified	Mount 65917	魔法公鸡	store	limited_time	国服怀旧服商城 > 魔法公鸡	¥298	2022 年巫妖王之怒怀旧服国服商城限时上架；当前是否返场以商城公告为准。	1				0			True
66087	provisional-66087	verified	Mount 66087	银色盟约角鹰兽	reputation_vendor	obtainable	银色盟约（崇拜） > 冰冠冰川 > 银色锦标赛 > 海伦·慧歌	150枚冠军的徽记	联盟专属	1			46813	0		1	True
66088	provisional-66088	verified	Mount 66088	夺日者龙鹰	reputation_vendor	obtainable	夺日者（崇拜） > 冰冠冰川 > 银色锦标赛 > 瓦萨林·赤晨	150枚冠军的徽记	部落专属	1			46814	0		0	True
66090	provisional-66090	verified	Mount 66090	奎尔多雷战马	reputation_vendor	obtainable	银色盟约（崇拜） > 冰冠冰川 > 银色锦标赛 > 海伦·慧歌	100枚冠军的徽记	联盟专属	1			46815	0		1	True
66091	provisional-66091	verified	Mount 66091	夺日者陆行鸟	reputation_vendor	obtainable	夺日者（崇拜） > 冰冠冰川 > 银色锦标赛 > 瓦萨林·赤晨	100枚冠军的徽记	部落专属	1			46816	0		0	True
66122	excluded-66122	verified	Mount 66122	魔法公鸡	store	limited_time	国服怀旧服商城 > 魔法公鸡	¥298	2022 年巫妖王之怒怀旧服国服商城限时上架；当前是否返场以商城公告为准。	1				0			True
66123	excluded-66123	verified	Mount 66123	魔法公鸡	store	limited_time	国服怀旧服商城 > 魔法公鸡	¥298	2022 年巫妖王之怒怀旧服国服商城限时上架；当前是否返场以商城公告为准。	1				0			True
66124	excluded-66124	verified	Mount 66124	魔法公鸡	store	limited_time	国服怀旧服商城 > 魔法公鸡	¥298	2022 年巫妖王之怒怀旧服国服商城限时上架；当前是否返场以商城公告为准。	1				0			True
66846	provisional-66846	candidate	Mount 66846	赭色骷髅战马	vendor	unknown	幽暗城 > 提瑞斯法林地 > 布瑞尔 > 撒迦利亚·普斯特	10金币（声望折扣）		1			47101	0		0	True
66847	provisional-66847	candidate	Mount 66847	条纹晨刃豹	vendor	unknown	达纳苏斯 > 泰达希尔 > 多兰纳尔 > 莱兰奈	10金币（声望折扣）		1			47100	0		1	True
66906	fact-66906	candidate	Mount 66906	银色军马	reputation_vendor	obtainable	银色北伐军（崇拜） > 冰冠冰川 > 银色锦标赛 > 卡普萨里斯夫人	100枚冠军的徽记		1				0			True
67336	fact-67336	candidate	Mount 67336	无情角斗士的冰霜巨龙	achievement	limited_time	竞技场 3v3 > 第 7 赛季 > 角斗士赛季奖励		PVP 竞技场 第 7 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
67466	provisional-67466	candidate	Mount 67466	银色战马	reputation_vendor	obtainable	银色北伐军（崇拜） > 冰冠冰川 > 银色锦标赛 > 卡普萨里斯夫人	100枚冠军的徽记		1			47180	0			True
68056	fact-68056	candidate	Mount 68056	迅捷部落战狼	achievement	obtainable	评级战场 > 评级战场成就：对疯狂的嘉奖（10 人）		PVP 评级战场成就：对疯狂的嘉奖（10 人）奖励，非背包物品。	1				0		0	True
68057	fact-68057	candidate	Mount 68057	迅捷联盟战马	achievement	obtainable	评级战场 > 评级战场成就：对疯狂的嘉奖（10 人）		PVP 评级战场成就：对疯狂的嘉奖（10 人）奖励，非背包物品。	1				0		1	True
68187	fact-68187	verified	Mount 68187	十字军的白色战马	achievement	unavailable	冰冠冰川 > 大十字军的试炼25H（50箱、全程无人死亡） > 对不朽的嘉奖		巫妖王之怒阶段限定；奖励来自银色北伐军的嘉奖宝箱。	1	ALLIANCE			0		1	True
68188	fact-68188	verified	Mount 68188	十字军的黑色战马	achievement	unavailable	冰冠冰川 > 大十字军的试炼25H（50箱、全程无人死亡） > 对不朽的嘉奖		巫妖王之怒阶段限定；奖励来自银色北伐军的嘉奖宝箱。	1	HORDE			0		0	True
69395	onyxian-drake	candidate	Onyxian Drake	奥妮克希亚座龙	boss_drop	obtainable	尘泥沼泽 > 奥妮克希亚的巢穴 > 奥妮克希亚			1			49636	0			True
69820	excluded-69820	candidate	Mount 69820	召唤烈日行者科多兽	class_reward	obtainable	牛头人圣骑士（烈日行者） > 20级职业训练师 > 召唤烈日行者科多兽		仅限牛头人圣骑士的召唤法术；20级由职业训练师教授，非背包物品。	1	HORDE	PALADIN		0		0	True
69826	excluded-69826	candidate	Mount 69826	召唤巨型烈日行者科多兽	class_reward	obtainable	牛头人圣骑士（烈日行者） > 40级职业训练师 > 召唤巨型烈日行者科多兽		仅限牛头人圣骑士的召唤法术；40级由职业训练师教授，非背包物品。	1	HORDE	PALADIN		0		0	True
71342	provisional-71342	candidate	Mount 71342	X-45偷心火箭	holiday	unknown	情人节 > 药剂师汉摩尔			1			50250	0			True
71810	fact-71810	candidate	Mount 71810	暴怒角斗士的冰霜巨龙	achievement	limited_time	竞技场 3v3 > 第 8 赛季 > 角斗士赛季奖励		PVP 竞技场 第 8 赛季角斗士奖励；赛季限定，非背包物品。	1				0			True
72286	invincible	candidate	Invincible	无敌	boss_drop	obtainable	冰冠冰川 > 冰冠堡垒25H > 巫妖王			1			50818	0			True
72807	provisional-72807	candidate	Mount 72807	缚寒冰霜征服者	achievement	unknown	冰河踏破者的荣耀（25人）			1			51955	0			True
72808	provisional-72808	candidate	Mount 72808	浴血冰霜征服者	achievement	unknown	冰河踏破者的荣耀（10人）			1			51954	0			True
73313	provisional-73313	candidate	Mount 73313	血色死亡战马	quest	obtainable	冰冠堡垒 > 影之哀伤任务线奖励			1			52200	0			True
73629	excluded-73629	candidate	Mount 73629	召唤主教的雷象	class_reward	obtainable	德莱尼圣骑士 > 20级职业训练师 > 召唤主教的雷象		德莱尼圣骑士专属召唤法术；20级由职业训练师教授，非背包物品。	1	ALLIANCE	PALADIN		0		1	True
73630	excluded-73630	candidate	Mount 73630	召唤大主教的雷象	class_reward	obtainable	德莱尼圣骑士 > 40级职业训练师 > 召唤大主教的雷象		德莱尼圣骑士专属召唤法术；40级由职业训练师教授，非背包物品。	1	ALLIANCE	PALADIN		0		1	True
74856	fact-74856	candidate	Mount 74856	炽焰角鹰兽	vendor	unknown	旧版本商城 > 游戏商城 > 炽焰角鹰兽	炽焰角鹰兽：已绝版		1				0			True
74918	fact-74918	verified	Mount 74918	白毛犀牛	store	limited_time	国服怀旧服商城 > 白毛犀牛	¥218	2022 年巫妖王之怒怀旧服国服商城限时上架；当前是否返场以商城公告为准。	1				0			True
75207	provisional-75207	candidate	Mount 75207	深渊海马	quest	obtainable	瓦丝琪尔 > 深海任务线			1			54465	0			True
75596	provisional-75596	candidate	Mount 75596	凝霜飞毯	crafted	unknown	裁缝			1			54797	0			True
75614	celestial-steed	candidate	Celestial Steed	星骓	store	obtainable	暴雪商城			1			54811				False
75973	provisional-75973	candidate	Mount 75973	X-53型观光火箭	promotion	unknown	详细地点待核实			1			54860	0			True
84751	provisional-84751	candidate	Mount 84751	化石迅猛龙	crafted	unknown	考古学			1			60954	0			True
87090	provisional-87090	candidate	Mount 87090	地精三轮摩托	reputation_vendor	obtainable	锈水财阀（崇拜） > 奥格瑞玛 > 卡尔·万金	100金币（声望折扣）		1			62461	0			True
87091	provisional-87091	candidate	Mount 87091	地精三轮摩托涡轮增压型	reputation_vendor	obtainable	锈水财阀（崇拜） > 奥格瑞玛 > 卡尔·万金	100金币（声望折扣）		1			62462	0			True
88331	provisional-88331	candidate	Mount 88331	火山石幼龙	achievement	unknown	《大地的裂变》英雄的荣耀			1			62900	0			True
88335	provisional-88335	candidate	Mount 88335	东风幼龙	achievement	unknown	《大地的裂变》团队的荣耀			1			62901	0			True
88718	phosphorescent-stone-drake	candidate	Phosphorescent Stone Drake	磷光石幼龙	rare_drop	obtainable	深岩之洲 > 奥艾娜克斯			1			63042	0			True
